Aspect_Ratio,BNC,Brightness,Built-in_Speakers,Component,Contrast_Ratio,Curved,Curved_Screen,DVI,DVI-D_Dual-Link,DVI-I_Dual-Link,Display_Colors,DisplayPort,HDMI,IPS,Kind,LED,Link,Manufacturer,Mini-Display_Port,Model,Name,Part_#,Prices,Pricing,Recommended_Resolution,Refresh_Rate,Response_Time,S-Video,Screen_Size,Supports_Freesync,Supports_G-Sync,VGA,Viewing_Angle,Widescreen,screen_size,response,avg,refresh,screen_res,screen_area,screen_dims,screen_x,screen_y,price_per_sq_in
16:9,,340.0,No,,3000:1,,,1,,,16700000,1,1,No,Monitor,No,/product/4pyFf7/nec-monitor-v322avt,NEC,,,"NEC V322-AVT 32.0"" 1366x768 60Hz Monitor",V322-AVT,[1507.98],{u'jet': 1507.98},1366 x 768,60Hz,8 ms,,32,,,1,178° H x 178° V,Yes,32.0,8.0,1507.98,60.0,"(16.0, 9.0)",437.554896142,"[27.890417188, 15.6883596682]",27.890417188,15.6883596682,3.44637898763
16:10,,300.0,Yes,,"3,000,000:1",,,,,,16700000,1,1,Yes,Monitor,Yes,/product/bdmxFT/lenovo-monitor-60c9mar1us,Lenovo,,,"Lenovo 60C9MAR1US 24.0"" 1920x1200 60Hz Monitor",60C9MAR1US,[449.0],{u'amazon': 449.0},1920 x 1200,60Hz,7 ms,,24,,,1,178° H x 178° V,Yes,24.0,7.0,449.0,60.0,"(16.0, 10.0)",258.876404494,"[20.3519592961, 12.7199745601]",20.3519592961,12.7199745601,1.73441840278
16:9,,300.0,No,,DCR Mega 8 (1000:1),,,,,,,,1,No,Monitor,Yes,/product/sG8Zxr/samsung-monitor-s27b350h,Samsung,,,"Samsung S27B350H 27.0"" 1920x1080 Monitor",S27B350H,[335.99],{u'superbiiz': 335.99},1920 x 1080,,2 ms,,27,,,1,170° H x 160° V,Yes,27.0,2.0,335.99,0.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,1.07861444521
16:9,,300.0,Yes,,5000:1,,,1,,,16700000,1,1,No,Monitor,Yes,/product/zDPfrH/philips-monitor-271p4qpjeb,Philips,,,"Philips 271P4QPJEB 27.0"" 1920x1080 60Hz Monitor",271P4QPJEB,"[263.98, 303.99, 399.99]","{u'newegg': 303.99, u'directron': 263.98, u'pcmall': 399.99}",1920 x 1080,60Hz,6 ms,,27,,,1,178° H x 178° V,Yes,27.0,6.0,322.653333333,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,1.03580030991
16:9,,250.0,Yes,,1000:1,,,,,,16700000,1,1,No,Monitor,Yes,/product/HDDwrH/eizo-monitor-ev2316wfsbk,Eizo,,,"Eizo EV2316WFS-BK 23.0"" 1920x1080 60Hz Monitor",EV2316WFS-BK,[],{},1920 x 1080,60Hz,5 ms,,23,,,1,170° H x 160° V,Yes,23.0,5.0,0.0,60.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
16:9,,250.0,No,,"ACM 100,000,000:1 (3000:1)",,,1,,,16700000,,,No,Monitor,Yes,/product/KYvRsY/acer-monitor-umwv6aaa01,Acer,,V226HQLAbd,"Acer V226HQLAbd 21.5"" 1920x1080 60Hz Monitor",UM.WV6AA.A01,"[114.99, 149.9]","{u'amazon': 149.9, u'superbiiz': 114.99}",1920 x 1080,60Hz,8 ms,,21.5,,,1,,Yes,21.5,8.0,132.445,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.670542109849
16:10,,300.0,No,,1000:1,,,1,,,16770000,1,,Yes,Monitor,Yes,/product/cCNp99/eizo-monitor-ev2436wfsbk,Eizo,,,"Eizo EV2436WFS-BK 24.0"" 1920x1200 60Hz Monitor",EV2436WFS-BK,[],{},1920 x 1200,60Hz,6 ms,,24,,,1,178° H x 178° V,Yes,24.0,6.0,0.0,60.0,"(16.0, 10.0)",258.876404494,"[20.3519592961, 12.7199745601]",20.3519592961,12.7199745601,0.0
16:9,,250.0,No,,"5,000,000:1",,,,,,,,2,Yes,Monitor,Yes,/product/TM8H99/lg-monitor-27mp57ht,LG,,,"LG 27MP57HT 27.0"" 1920x1080 60Hz Monitor",27MP57HT,[],{},1920 x 1080,60Hz,5 ms,,27,,,1,178° H x 178° V,Yes,27.0,5.0,0.0,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.0
16:9,,350.0,No,,,,,,,,,1,1,No,Monitor,Yes,/product/pHGj4D/asus-rog-swift-pg248q-240-180hz-monitor-rog-swift-pg248q,Asus,,,"Asus ROG SWIFT PG248Q 24.0"" 1920x1080 180Hz Monitor",ROG SWIFT PG248Q<br/>(or) PG248Q,"[449.99, 479.99, 499.0, 612.48]","{u'ncixus': 479.99, u'neweggmkt': 499.0, u'bestbuy': 449.99, u'jet': 612.48}",1920 x 1080,180Hz,1 ms,,24,,Yes,,170° H x 160° V,Yes,24.0,1.0,510.365,180.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,2.0736039376
16:9,,200.0,Yes,,1000:1,,,1,,,,,1,No,Monitor,Yes,/product/fQTmP6/viewsonic-monitor-td2420,ViewSonic,,,"ViewSonic TD2420 23.6"" 1920x1080 Monitor",TD2420,[],{},1920 x 1080,,5 ms,,23.6,,,1,170° H x 160° V,Yes,23.6,5.0,0.0,0.0,"(16.0, 9.0)",237.98884273,"[20.5691826761, 11.5701652553]",20.5691826761,11.5701652553,0.0
16:10,,250.0,Yes,,"ACM 100,000,000:1 (1000:1)",,,1,,,16700000,,,No,Monitor,Yes,/product/YT2kcf/acer-monitor-umeb6aa001,Acer,,B226WLymdr,"Acer B226WLymdr 22.0"" 1680x1050 60Hz Monitor",UM.EB6AA.001,"[159.95, 165.99, 163.0, 167.98, 171.33]","{u'directron': 167.98, u'newegg': 163.0, u'bestbuy': 165.99, u'jet': 171.33, u'bhphotovideo': 159.95}",1680 x 1050,60Hz,5 ms,,22,,,1,170° H x 160° V,Yes,22.0,5.0,165.65,60.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.761510847107
16:10,,250.0,Yes,,"100,000,000:1",,,,,,16700000,,,No,Monitor,Yes,/product/nHXfrH/acer-monitor-umcv6aa003,Acer,,V196WLbm,"Acer V196WLbm 19.0"" 1440x900 60Hz Monitor",UM.CV6AA.003,"[104.99, 108.93, 109.99, 115.47, 106.99, 116.98]","{u'directron': 116.98, u'jet': 115.47, u'bestbuy': 109.99, u'superbiiz': 104.99, u'bhphotovideo': 108.93, u'pcmall': 106.99}",1440 x 900,60Hz,5 ms,,19,,,1,170° H x 155° V,Yes,19.0,5.0,110.558333333,60.0,"(16.0, 10.0)",162.247191011,"[16.1119677761, 10.0699798601]",16.1119677761,10.0699798601,0.681419090489
16:9,,250.0,No,,"3,000,000:1",,,,,,16700000,1,1,Yes,Monitor,Yes,/product/ysX2FT/lenovo-monitor-65acgcc1us,Lenovo,,,"Lenovo 65ACGCC1US 23.8"" 1920x1080 75Hz Monitor",65ACGCC1US,[],{},1920 x 1080,75Hz,7 ms,,23.8,,,,178° H x 178° V,Yes,23.8,7.0,0.0,75.0,"(16.0, 9.0)",242.039643917,"[20.7434977836, 11.6682175033]",20.7434977836,11.6682175033,0.0
16:9,,250.0,Yes,,,,,,,,,,1,Yes,Monitor,Yes,/product/ypH48d/acer-monitor-g246hylbmjjumqg6aa001,Acer,,,"Acer G246HYL bmjj (UM.QG6AA.001) 23.8"" 1920x1080 60Hz Monitor",G246HYL bmjj (UM.QG6AA.001),[],{},1920 x 1080,60Hz,6 ms,,23.8,,,1,178° H x 178° V,Yes,23.8,6.0,0.0,60.0,"(16.0, 9.0)",242.039643917,"[20.7434977836, 11.6682175033]",20.7434977836,11.6682175033,0.0
16:10,,250.0,No,,"DC 50,000:1 (1000:1)",,,1,,,16700000,,,No,Monitor,No,/product/N47wrH/dell-monitor-p1911,Dell,,,"Dell P1911 19.0"" 1440x900 Monitor",P1911,[],{},1440 x 900,,5 ms,,19,,,1,160° H x 160° V,Yes,19.0,5.0,0.0,0.0,"(16.0, 10.0)",162.247191011,"[16.1119677761, 10.0699798601]",16.1119677761,10.0699798601,0.0
16:9,,250.0,No,,1000:1,,,1,,,16700000,1,1,Yes,Monitor,Yes,/product/BpTmP6/hp-monitor-xw475a8aba,HP,,ZR2240w,"HP ZR2240w 21.5"" 1920x1080 60Hz Monitor",XW475A8#ABA,[],{},1920 x 1080,60Hz,8 ms,,21.5,,,1,178° H x 178° V,Yes,21.5,8.0,0.0,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:9,,250.0,Yes,,1000:1 (static) / 1000000:1 (dynamic),,,1,,,16700000,1,,No,Monitor,Yes,/product/KVNp99/hp-monitor-lw490a8aba,HP,,LA2206xc,"HP LA2206xc 21.5"" 1920x1080 60Hz Monitor",LW490A8#ABA,[],{},1920 x 1080,60Hz,5 ms,,21.5,,,1,170° H x 160° V,Yes,21.5,5.0,0.0,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:10,,300.0,Yes,,Mega CR(DFC),,,1,,,16700000,1,,Yes,Monitor,Yes,/product/GhCwrH/lg-monitor-24eb23pyb,LG,,,"LG 24EB23PY-B 24.0"" 1920x1200 60Hz Monitor",24EB23PY-B,[],{},1920 x 1200,60Hz,5 ms,,24,,,1,178° H x 178° V,Yes,24.0,5.0,0.0,60.0,"(16.0, 10.0)",258.876404494,"[20.3519592961, 12.7199745601]",20.3519592961,12.7199745601,0.0
16:9,,340.0,No,,3000:1,,,1,,,16700000,1,1,No,Monitor,Yes,/product/wVsKHx/nec-monitor-v322pc,NEC,,,"NEC V322-PC 32.0"" 1366x768 60Hz Monitor",V322-PC,[],{},1366 x 768,60Hz,8 ms,,32,,,1,178° H x 178° V,Yes,32.0,8.0,0.0,60.0,"(16.0, 9.0)",437.554896142,"[27.890417188, 15.6883596682]",27.890417188,15.6883596682,0.0
16:9,,350.0,No,,"100,000,000:1",,,1,,,16700000,,1,No,Monitor,Yes,/product/PmyFf7/acer-monitor-umfg6aab01,Acer,,GN246HL,"Acer GN246HL 24.0"" 1920x1080 144Hz Monitor",UM.FG6AA.B01<br/>(or) GN246HL Bbid,"[188.83, 198.99, 198.99, 220.99, 238.99]","{u'ncixus': 220.99, u'superbiiz': 238.99, u'directron': 198.99, u'jet': 188.83, u'bhphotovideo': 198.99}",1920 x 1080,144Hz,1 ms,,24,,,1,170° H x 160° V,Yes,24.0,1.0,209.358,144.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.850617838542
16:9,,250.0,Yes,,"DCR 50,000,000:1 (1000:1)",,,1,,,16700000,,,No,Monitor,Yes,/product/tkL7YJ/asus-monitor-vs228tp,Asus,,,"Asus VS228T-P 21.5"" 1920x1080 60Hz Monitor",VS228T-P,"[94.99, 99.99, 99.99, 94.99, 112.99, 119.99]","{u'bestbuy': 94.99, u'superbiiz': 112.99, u'bhphotovideo': 99.99, u'amazon': 94.99, u'newegg': 99.99, u'pcmall': 119.99}",1920 x 1080,60Hz,5 ms,,21.5,,,1,170° H x 160° V,Yes,21.5,5.0,103.823333333,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.525636430102
16:9,,250.0,No,,"ACM 100,000,000:1 (1000:1)",,,,,,16700000,,2,No,Monitor,Yes,/product/rjzv6h/acer-monitor-etvs5hp001,Acer,,S235HLbii,"Acer S235HLbii 23.0"" 1920x1080 60Hz Monitor",ET.VS5HP.001,[199.99],{u'amazon': 199.99},1920 x 1080,60Hz,5 ms,,23,,,1,170° H x 160° V,Yes,23.0,5.0,199.99,60.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.884748871035
16:9,,300.0,Yes,,ACM 80000:1,,,1,,,16700000,,1,No,Monitor,No,/product/QBK7YJ/acer-monitor-ethv3hp002,Acer,,V273H bmidz,"Acer V273H bmidz 27.0"" 1920x1080 60Hz Monitor",ET.HV3HP.002,[],{},1920 x 1080,60Hz,5 ms,,27,,,1,160° H x 160° V,Yes,27.0,5.0,0.0,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.0
16:9,,250.0,No,,DC Mega Infinite (1000:1),,,1,,,,,,No,Monitor,Yes,/product/JrK7YJ/samsung-monitor-s24a450b,Samsung,,,"Samsung S24A450B 24.0"" 1920x1080 60Hz Monitor",S24A450B,[],{},1920 x 1080,60Hz,5 ms,,24,,,1,170° H x 160° V,Yes,24.0,5.0,0.0,60.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.0
16:9,,250.0,Yes,,1000:1,,,,1,,,1,,Yes,Monitor,Yes,/product/LHdqqs/hp-monitor-d7q14a4aba,HP,,Z22i,"HP Z22i 21.5"" 1920x1080 60Hz Monitor",D7Q14A4#ABA,[],{},1920 x 1080,60Hz,8 ms,,21.5,,,1,,Yes,21.5,8.0,0.0,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:9,,250.0,No,,"ACM 100,000,000:1 (1,000:1)",,,1,,,16700000,,,No,Monitor,Yes,/product/LkYXsY/acer-monitor-umvp8aa002,Acer,,P238HLbd,"Acer P238HLbd 23.0"" 1920x1080 60Hz Monitor",UM.VP8AA.002,[],{},1920 x 1080,60Hz,5 ms,,23,,,1,170° H x 160° V,Yes,23.0,5.0,0.0,60.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
5:4,,250.0,No,,ACM 20000:1 (1000:1),,,1,,,16700000,,,No,Monitor,No,/product/hhfp99/acer-monitor-umbv3aad02,Acer,,V173 DJObd,"Acer V173 DJObd 17.0"" 1280x1024 75Hz Monitor",UM.BV3AA.D02,[],{},1280 x 1024,75Hz,5 ms,,17,,,1,,No,17.0,5.0,0.0,75.0,"(5.0, 4.0)",140.975609756,"[13.2747697605, 10.6198158084]",13.2747697605,10.6198158084,0.0
16:9,,300.0,Yes,,DCR Mega Infinity (1000:1),,,,,,,,2,No,Monitor,Yes,/product/L7ckcf/samsung-monitor-t28d310nh,Samsung,,,"Samsung T28D310NH 27.5"" 1366x768 60Hz Monitor",T28D310NH,[],{},1366 x 768,60Hz,6 ms,,27.5,,,,178° H x 178° V,Yes,27.5,6.0,0.0,60.0,"(16.0, 9.0)",323.145400593,"[23.9683272709, 13.4821840899]",23.9683272709,13.4821840899,0.0
16:9,,250.0,Yes,,DCR Mega Infinity (1000:1),,,,,,,,2,No,Monitor,Yes,/product/Dzbp99/samsung-monitor-t22c350nd,Samsung,,,"Samsung T22C350ND 21.5"" 1920x1080 60Hz Monitor",T22C350ND,[],{},1920 x 1080,60Hz,2 ms,,21.5,,,1,170° H x 160° V,Yes,21.5,2.0,0.0,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:9,,250.0,No,,"Static Contrast Ratio: 1000:1&lt;br/&gt;Dynamic Contrast Ratio: Mega (5,000,000:1)",,,1,,,,,,No,Monitor,Yes,/product/rZphP6/samsung-monitor-s19b220b,Samsung,,,"Samsung S19B220B 18.5"" 1366x768 Monitor",S19B220B,[128.99],{u'superbiiz': 128.99},1366 x 768,,5 ms,,18.5,,,1,170° H x 160° V,Yes,18.5,5.0,128.99,0.0,"(16.0, 9.0)",146.243323442,"[16.1241474368, 9.0698329332]",16.1241474368,9.0698329332,0.88202317182
16:10,,250.0,No,,"Static Contrast Ratio: 1000:1&lt;br/&gt;Dynamic Contrast Ratio: Mega (5,000,000:1)",,,1,,,,,,No,Monitor,Yes,/product/2X8Zxr/samsung-monitor-s19b220nw,Samsung,,,"Samsung S19B220NW 19.0"" 1440x900 Monitor",S19B220NW,[159.99],{u'superbiiz': 159.99},1440 x 900,,5 ms,,19,,,1,,Yes,19.0,5.0,159.99,0.0,"(16.0, 10.0)",162.247191011,"[16.1119677761, 10.0699798601]",16.1119677761,10.0699798601,0.986087950139
16:9,,250.0,No,,"ACM 100,000,000:1 (1000:1)",,,1,,,16700000,,1,Yes,Monitor,Yes,/product/Nbbp99/acer-monitor-umvh6aa003,Acer,,H236HLbid,"Acer H236HLbid 23.0"" 1920x1080 60Hz Monitor",UM.VH6AA.003<br/>(or) H236HLbid,"[167.95, 173.99, 187.99, 187.99, 182.99]","{u'pcmall': 182.99, u'newegg': 187.99, u'superbiiz': 173.99, u'jet': 167.95, u'bhphotovideo': 187.99}",1920 x 1080,60Hz,5 ms,,23,,,1,178° H x 178° V,Yes,23.0,5.0,180.182,60.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.797118961353
16:9,,250.0,Yes,,,,,1,,,16700000,,,Yes,Monitor,Yes,/product/ztZQzy/lg-monitor-n2311azbf,LG,,,"LG N2311AZ-BF 23.0"" 1920x1080 Monitor",N2311AZ-BF,[],{},1920 x 1080,,14 ms,,23,,,2,178° H x 178° V,Yes,23.0,14.0,0.0,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
16:9,,350.0,Yes,,"5,000,000:1",,,1,,,,1,1,Yes,Monitor,Yes,/product/YLvRsY/hp-monitor-d7p92a8aba,HP,,,"HP D7P92A8#ABA 27.0"" 2560x1440 60Hz Monitor",D7P92A8#ABA,[],{},2560 x 1440,60Hz,8 ms,,27,,,1,,Yes,27.0,8.0,0.0,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.0
16:9,,250.0,No,,1000:1,,,1,,,16700000,,,No,Monitor,Yes,/product/YMsKHx/v7-monitor-led215w2rdvi,V7,,,"V7 LED215W2R-DVI 21.5"" 1920x1080 Monitor",LED215W2R-DVI,[],{},1920 x 1080,,5 ms,,21.5,,,1,,Yes,21.5,5.0,0.0,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:9,,250.0,Yes,,1000:1,,,,,,16700000,,,No,Monitor,Yes,/product/4rK7YJ/v7-monitor-led215w2rspeakers,V7,,,"V7 LED215W2R-SPEAKERS 21.5"" 1920x1080 Monitor",LED215W2R-SPEAKERS,[],{},1920 x 1080,,5 ms,,21.5,,,1,170° H x 160° V,Yes,21.5,5.0,0.0,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:9,,250.0,No,,"50,000,000:1",,,,,,16000000,,,No,Monitor,Yes,/product/dsTmP6/aoc-monitor-e2243fwsk,AOC,,,"AOC E2243FWSK 22.0"" 1920x1080 60Hz Monitor",E2243FWSK,[],{},1920 x 1080,60Hz,5 ms,,22,,,1,,Yes,22.0,5.0,0.0,60.0,"(16.0, 9.0)",206.81305638,"[19.1746618167, 10.7857472719]",19.1746618167,10.7857472719,0.0
16:10,,250.0,No,,1000:1,,,1,,,,1,,No,Monitor,Yes,/product/8pXfrH/nec-monitor-e223wbk,NEC,,,"NEC E223W-BK 22.0"" 1680x1050 Monitor",E223W-BK,"[192.99, 194.06, 204.99, 209.0, 233.01]","{u'newegg': 204.99, u'jet': 233.01, u'pcmall': 209.0, u'superbiiz': 192.99, u'bhphotovideo': 194.06}",1680 x 1050,,5 ms,,22,,,1,178° H x 178° V,Yes,22.0,5.0,206.81,0.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.950727789256
5:4,,250.0,No,,"DC 10,000,000:1 (1000:1)",,,,,,,,,No,Monitor,Yes,/product/WWkD4D/viewsonic-monitor-va705led,ViewSonic,,,"ViewSonic VA705-LED 17.0"" 1280x1024 Monitor",VA705-LED,[164.99],{u'superbiiz': 164.99},1280 x 1024,,5 ms,,17,,,1,170° H x 160° V,No,17.0,5.0,164.99,0.0,"(5.0, 4.0)",140.975609756,"[13.2747697605, 10.6198158084]",13.2747697605,10.6198158084,1.17034429066
16:9,,250.0,No,,1000:1,,,,,,16700000,,1,No,Monitor,Yes,/product/6TK7YJ/v7-monitor-led236w3rhdmi,V7,,,"V7 LED236W3R-HDMI 24.0"" 1920x1080 Monitor",LED236W3R-HDMI,[],{},1920 x 1080,,5 ms,,24,,,1,170° H x 160° V,Yes,24.0,5.0,0.0,0.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.0
16:9,,200.0,Yes,,600:1,,,,,,16000000,,,No,Monitor,No,/product/NRckcf/hp-monitor-a1k82a8aba,HP,,1912nm,"HP 1912nm 18.5"" 1366x768 Monitor",A1K82A8#ABA,[],{},1366 x 768,,5 ms,,18.5,,,1,90° H x 50° V,Yes,18.5,5.0,0.0,0.0,"(16.0, 9.0)",146.243323442,"[16.1241474368, 9.0698329332]",16.1241474368,9.0698329332,0.0
5:4,,250.0,No,,DC 1000000:1 (1000:1),,,1,,,,1,,No,Monitor,Yes,/product/FBCwrH/hp-monitor-a9s75a8aba,HP,,,"HP A9S75A8#ABA 19.0"" 1280x1024 Monitor",A9S75A8#ABA,[],{},1280 x 1024,,5 ms,,19,,,1,170° H x 160° V,No,19.0,5.0,0.0,0.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.0
16:9,,200.0,No,,"20,000,000:1",,,1,,,16700000,,,No,Monitor,Yes,/product/Rwdqqs/aoc-monitor-e2260swdn,AOC,,,"AOC E2260SWDN 21.5"" 1920x1080 60Hz Monitor",E2260SWDN,"[89.99, 89.99, 91.99, 94.99, 91.99, 98.99]","{u'directron': 89.99, u'bestbuy': 91.99, u'bhphotovideo': 94.99, u'amazon': 91.99, u'newegg': 89.99, u'pcmall': 98.99}",1920 x 1080,60Hz,5 ms,,21.5,,,1,90° H x 60° V,Yes,21.5,5.0,92.99,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.470789465777
16:10,,300.0,No,,20000:1,,,1,,,16000000,,,No,Monitor,No,/product/87V48d/hp-monitor-qj621a2aba,HP,,L190w,"HP L190w 19.0"" 1440x900 Monitor",QJ621A2#ABA,[],{},1440 x 900,,5 ms,,19,,,1,170° H x 160° V,Yes,19.0,5.0,0.0,0.0,"(16.0, 10.0)",162.247191011,"[16.1119677761, 10.0699798601]",16.1119677761,10.0699798601,0.0
5:4,,250.0,Yes,,"ACM 20,000:1 (1000:1)",,,1,,,16700000,,,No,Monitor,No,/product/j3PfrH/acer-monitor-umbv3aad03,Acer,,V173 DJObm,"Acer V173 DJObm 17.0"" 1280x1024 75Hz Monitor",UM.BV3AA.D03,[],{},1280 x 1024,75Hz,5 ms,,17,,,1,,No,17.0,5.0,0.0,75.0,"(5.0, 4.0)",140.975609756,"[13.2747697605, 10.6198158084]",13.2747697605,10.6198158084,0.0
16:9,,250.0,No,,1000:1,,,1,,,,,,No,Monitor,Yes,/product/sMJwrH/lenovo-monitor-60b9har1us,Lenovo,,,"Lenovo 60B9HAR1US 20.0"" 1600x900 60Hz Monitor",60B9HAR1US,[],{},1600 x 900,60Hz,5 ms,,20,,,1,,Yes,20.0,5.0,0.0,60.0,"(16.0, 9.0)",170.919881306,"[17.4315107425, 9.80522479265]",17.4315107425,9.80522479265,0.0
16:9,,250.0,Yes,,1000:1,,,,,,16000000,,,No,Monitor,Yes,/product/xDYXsY/hp-monitor-c0h31a8aba,HP,,,"HP C0H31A8#ABA 23.0"" 1920x1080 60Hz Monitor",C0H31A8#ABA,[],{},1920 x 1080,60Hz,5 ms,,23,,,1,,Yes,23.0,5.0,0.0,60.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
16:9,,250.0,Yes,,,,,1,,,,,,No,Monitor,Yes,/product/GsTmP6/zalman-monitor-mz215ed,Zalman,,,"Zalman MZ215ED 21.5"" 1920x1080 Monitor",MZ215ED,[],{},1920 x 1080,,5 ms,,21.5,,,1,170° H x 160° V,Yes,21.5,5.0,0.0,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:9,,250.0,No,,DCR Mega Infinity (1000:1),,,,,,16700000,,2,No,Monitor,Yes,/product/xVrG3C/samsung-monitor-s24d590pl,Samsung,,,"Samsung S24D590PL 23.6"" 1920x1080 60Hz Monitor",S24D590PL,[],{},1920 x 1080,60Hz,5 ms,,23.6,,,1,178° H x 178° V,Yes,23.6,5.0,0.0,60.0,"(16.0, 9.0)",237.98884273,"[20.5691826761, 11.5701652553]",20.5691826761,11.5701652553,0.0
16:9,,250.0,Yes,,,,,1,,,,,,No,Monitor,Yes,/product/wGQypg/zalman-monitor-mz230ed,Zalman,,,"Zalman MZ230ED 23.0"" 1920x1080 Monitor",MZ230ED,[],{},1920 x 1080,,5 ms,,23,,,1,170° H x 160° V,Yes,23.0,5.0,0.0,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
16:9,,0.0,No,,1000:1,,,,,,16700000,,,Yes,Monitor,Yes,/product/9xw323/lg-monitor-ips224vpn,LG,,,"LG IPS224V-PN 21.5"" 1920x1080 Monitor",IPS224V-PN,[],{},1920 x 1080,,14 ms,,21.5,,,1,,Yes,21.5,14.0,0.0,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:9,,250.0,No,,1000:1,,,,,,16700000,,,No,Monitor,Yes,/product/8hfp99/lg-monitor-eb2742vbn,LG,,,"LG EB2742V-BN 27.0"" 1920x1080 75Hz Monitor",EB2742V-BN,[],{},1920 x 1080,75Hz,5 ms,,27,,,1,,Yes,27.0,5.0,0.0,75.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.0
16:9,,250.0,No,,DCR Mega Infinity (1000:1),,,,,,16700000,,1,No,Monitor,Yes,/product/GVrG3C/samsung-monitor-s24d360hl,Samsung,,,"Samsung S24D360HL 23.6"" 1920x1080 60Hz Monitor",S24D360HL,[],{},1920 x 1080,60Hz,5 ms,,23.6,,,1,178° H x 178° V,Yes,23.6,5.0,0.0,60.0,"(16.0, 9.0)",237.98884273,"[20.5691826761, 11.5701652553]",20.5691826761,11.5701652553,0.0
16:9,,350.0,Yes,,"80,000,000:1",,,,,,16700000,1,1,No,Monitor,Yes,/product/ZBZ2FT/aoc-monitor-g2460pf,AOC,,,"AOC G2460PF 24.0"" 1920x1080 144Hz Monitor",G2460PF,"[209.99, 289.99]","{u'amazon': 209.99, u'neweggmkt': 289.99}",1920 x 1080,144Hz,1 ms,,24,Yes,,1,170° H x 160° V,Yes,24.0,1.0,249.99,144.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,1.01570493345
16:9,,250.0,No,,1000:1,,,,,,,,,No,Monitor,Yes,/product/cZphP6/hp-monitor-a1w80aaaba,HP,,L2311c,"HP L2311c 23.0"" 1920x1080 60Hz Monitor",A1W80AA#ABA,[],{},1920 x 1080,60Hz,5 ms,,23,,,1,170° H x 160° V,Yes,23.0,5.0,0.0,60.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
